como_voce_se_define,como_voce_se_define_se_outro,como_voce_se_indentifica,como_voce_se_indentifica_se_outro,faz_parte_da_populacao_t,orientaca_sexual,orientaca_sexual_se_outro,pessoa_com_necessidade_especifica,pessoa_com_necessidade_especifica_se_sim_qual,uf,pais,edicoes_anteriores_pybr,eventos_pybr,eventos_online,programa_em_python,nivel_python,estudante,trabalha_com_python,parte_de_alguma_comunidade,comunidade_qual
Outro / Otra,o que me convém,Outro / Otra,o que me convém,Não / No,Outro / Otro,o que me convém,Não / No,,CE,Brasil,Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10] | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de três anos / Hace más de tres años,Iniciante / Inicial,"Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero",Sim / Sí,Python Nordeste
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,Fora da America Latina / Fuera de América Latina,Canadá,Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil [11] - 2015 - São José dos Campos - SP | Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco | Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10] | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Montreal
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Joinville @ Makers Network
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de três anos / Hace más de tres años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Joinville
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,Fora da America Latina / Fuera de América Latina,Irlanda,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil [11] - 2015 - São José dos Campos - SP | Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco | Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10] | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa;GrupyDF;GrupyMG
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Hétero,,Não / No,,Fora da America Latina / Fuera de América Latina,Irlanda,Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Não / No,Sim / Sí,Python Floripa; Python Ribirão
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,Python Floripa; Live de Python
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Sim / Sí,Física (paraplegicos ou mobilidade redusida),SC,Brasil,Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Não-binárie / No binario,,Prefiro não responder / Prefiero no decirlo,Pansexual,,Prefiro não responder / Prefiero no decirlo,,SC,Brasil,Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de três anos / Hace más de tres años,Iniciante / Inicial,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Não / No,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,Python Floripa
Uma pessoa parda / Persona mestiza,,Mulher / Mujer,,Não / No,Pansexual,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Não / No,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero",Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Prefiro não responder / Prefiero no decirlo,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Não / No,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Bissexual / Bisexual,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [13] - 2017 - Belo Horizonte - MG | Python Brasil [12] - 2016 - Florianópolis - SC | Python Brasil [11] - 2015 - São José dos Campos - SP | Python Brasil [10] - 2014 - Porto de Galinhas - Pernambuco | Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10] | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia) | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,Não / No,Não / No,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Não / No,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,"Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes",Iniciante / Inicial,Não / No,Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa indígena / Persona indígena,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,Python Floripa
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,RJ,Brasil,Python Brasil [14] - 2018 - Natal - RN | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,Python Campos dos goytacazes
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,RJ,Brasil,Python Brasil [14] - 2018 - Natal - RN | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,Python Campos dos goytacazes
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Não sei programar / No,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Não / No,Sim / Sí,Python Brasil
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Hétero,,Não / No,,CE,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Há mais de três anos / Hace más de tres años,Intermediário / Intermedio,"Sim, graduação ou tecnólogo / Sí, grado",Sim / Sí,Sim / Sí,Python Brasil
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,Não / No,"Não, mas pretendo / No, pero quiero",Sim / Sí,Python Brasil
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Não sei programar / No,Iniciante / Inicial,"Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero",Sim / Sí,Python Brasil
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SP,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Não / No,Há mais de três anos / Hace más de tres años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Brasil
Uma pessoa branca / Persona blanca,,Mulher / Mujer,,Não / No,Bissexual / Bisexual,,Não / No,,PE,Brasil,Python Brasil 2020 - Online,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Sim / Sí,"Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes",Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero",Sim / Sí,Python Brasil
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Hétero,,Não / No,,DF,Brasil,Edições anteriores à Python Brasil [10] / Ediciones anteriores a Python Brasil [10],"Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)",Não / No,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Brasil
Uma pessoa parda / Persona mestiza,,Homem / Hombre,,Não / No,Hétero,,Não / No,,MG,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,Python BH; Data Hackers
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,MG,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,"Sim, pós-graduação ou especialização / Sí, máster posgrado",Sim / Sí,Sim / Sí,Python BH
Uma pessoa branca / Persona blanca,,Prefiro não responder / Prefiero no decirlo,,Não / No,Hétero,,Não / No,,América Latina,Argentina,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de um ano / Hace más de un año,Intermediário / Intermedio,"Sim, ensino técnico / S´i, bachirellato",Não / No,Sim / Sí,Python Argentina
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Bissexual / Bisexual,,Não / No,,América Latina,Argentina,É a minha primeira vez no evento! / Es mi primera vez,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,Python Argentina
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,RS,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil 2020 - Online,"Sim, eventos locais / Sí, eventos locales | Sim, eventos internacionais / Sí, eventos internacionales",Sim / Sí,Há mais de cinco anos / Hace más de cinco años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,PyTchê;PyBerlin
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,SC,Brasil,É a minha primeira vez no evento! / Es mi primera vez,"Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python",Sim / Sí,Comecei no último ano / Empecé en el último ano,Iniciante / Inicial,"Sim, graduação ou tecnólogo / Sí, grado",Não / No,Sim / Sí,PyTchê
Uma pessoa branca / Persona blanca,,Homem / Hombre,,Não / No,Hétero,,Não / No,,RS,Brasil,Python Brasil 2019 - Ribeirão Preto - SP | Python Brasil [14] - 2018 - Natal - RN | Python Brasil [12] - 2016 - Florianópolis - SC,"Sim, eventos locais / Sí, eventos locales",Sim / Sí,Há mais de dez anos / Hace más de diez años,Avançado / Avanzado,Não / No,Sim / Sí,Sim / Sí,PyTchê
