"data_do_pedido","quantidade","nvel_de_preo","tipo_de_ingresso","grupo","tipo_do_pedido","moeda","total_pago","taxas_pagas","taxas_da_eventbrite","processamento_de_pagamentos_da_eventbrite","status_do_participante","como_voc_se_define__cmo_te_defines","como_voc_se_identifica__cmo_te_identificas_","faz_parte_da_populao_t_pessoa_transgnera_travesti__eres_parte_de_la_poblacin_transgnero_","orientao_sexual__orientacin_sexual","pessoa_com_necessidades_especficas__persona_con_necesidades_especiales_","em_qual_uf_voc_reside__dnde_vives_","de_quais_edies_da_python_brasil_voc_j_participou__cules_ediciones_de_python_brasil_ya_asistiese","voc_j_participou_de_algum_outro_evento_python__has_participado_de_alguno_otro_evento_de_la_comunidad_python","voc_participou_de_outros_eventos_online_durante_a_pandemia_de_covid19__has_participado_de_otros_eventos_en_lnea_durante_la_pandemia_de_covid19","voc_programa_em_python__programas_con_python_","como_voc_classificaria_seu_nvel_de_conhecimento_em_python__cmo_clasificas_tu_nivel_de_conocimiento_en_python_","voc__estudante__eres_estudiante","voc_trabalha_com_python__trabajas_con_python_","voc_faz_parte_de_alguma_comunidade_local_grupy_pug_pyladies_afropython__haces_parte_de_alguna_comunidad_grupy_pug_pyladies_afropython_","tamanho_de_camiseta","de_qual_tutorial_voc_ir_participar_os_tutoriais_sero_exclusivamente_presenciais","regras_adicionais_sobre_tutoriais__leia_atentamente","aplicabilidade_do_ingresso","termo_de_consentimento_para_tratamento_de_dados_pessoais__consentimiento_al_tratamiento_de_datos_personales","direitos_de_contedo_e_imagem","cdigo_conduta__cdigo_conducta","se_outro_qual__cul","se_outro_qual__cul1","se_outro_qual__cul2","se_sim_qual__cul","em_qual_pas_voc_reside__cul_pas","se_sim_qual__cul1","localidade"
"2024-08-12 17:37:56-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-13 09:26:06-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Lésbica / Lesbiana","Não / No","MG","Python Brasil 2021 - Online | Python Brasil 2020 - Online","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de três anos / Hace más de tres años","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-13 14:33:21-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","RN","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Não / No","Há mais de três anos / Hace más de tres años","Avançado / Avanzado","Não / No","Sim / Sí","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","","","Jerimum",""
"2024-08-13 22:25:41-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Não, mas pretendo / No, pero quiero","Não / No","XGG - largura 63 cm x comprimento 82 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 08:35:58-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 09:29:20-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 10:43:42-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","SP","Python Brasil 2020 - Online","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 13:29:26-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","SC","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 19:45:54-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa indígena / Persona indígena | Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Não sei programar / No","Iniciante / Inicial","Não / No","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-14 20:03:59-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Não / No","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-15 09:39:55-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","PE","Python Brasil 2021 - Online | Python Brasil 2020 - Online","Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc) / Sí, eventos regionales (PyCon Latam, PyCon Bolivia)","Sim / Sí","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-15 15:19:56-03:00","1","Doe um ingresso!","Doe um ingresso!","","Eventbrite Concluído","BRL","216.0","16.0","16.0","0.0","Participando","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-08-15 21:18:26-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Bissexual / Bisexual","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-16 02:09:59-03:00","1","","Ingresso Meia-Entrada (lote 2)","","Eventbrite Concluído","BRL","297.0","22.0","22.0","0.0","Participando","Prefiro não responder / Prefiero no decirlo","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de cinco anos / Hace más de cinco años","Avançado / Avanzado","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-16 10:51:33-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","PB","Python Brasil [12] - 2016 - Florianópolis - SC","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-16 11:49:51-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","AL","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Iniciante / Inicial","Não / No","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-16 13:22:04-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Iniciante / Inicial","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","M - largura 54 cm x comprimento 72 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-16 18:25:49-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra | Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de três anos / Hace más de tres años","Intermediário / Intermedio","Não / No","Sim / Sí","Sim / Sí","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","PythonRio",""
"2024-08-16 18:33:33-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não programo em Python, mas sei programar em outras linguagens / No programo en Python, todavia sé programar en otras lenguajes","Nulo :D","Não / No","Não / No","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-17 09:28:34-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa amarela","Homem / Hombre","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Não sei programar / No","Nulo :D","Não / No","Não, mas pretendo / No, pero quiero","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 08:42:27-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Homem / Hombre","Não / No","Hétero","Não / No","SP","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Comecei no último ano / Empecé en el último ano","Intermediário / Intermedio","Sim, graduação ou tecnólogo / Sí, grado","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 08:49:27-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa negra / Persona negra","Homem / Hombre","Não / No","Hétero","Não / No","MG","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Há mais de um ano / Hace más de un año","Intermediário / Intermedio","Não / No","Não / No","Não / No","G - largura 58 cm x comprimento 77 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 09:20:29-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Prefiro não responder / Prefiero no decirlo","Não-binárie / No binario","Não / No","Bissexual / Bisexual","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Sim, eventos locais / Sí, eventos locales","Não / No","Há mais de cinco anos / Hace más de cinco años","Avançado / Avanzado","Sim, graduação ou tecnólogo / Sí, grado","Sim / Sí","Não / No","M - largura 54 cm x comprimento 72 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 09:29:52-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Não / No","PR","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de um ano / Hace más de un año","Iniciante / Inicial","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Não / No","GG - largura 60 cm x comprimento 80 cm","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 09:58:40-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Mulher / Mujer","Não / No","Hétero","Não / No","RS","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Não / No","Há mais de três anos / Hace más de tres años","Avançado / Avanzado","Não / No","Sim / Sí","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 10:56:06-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa parda / Persona mestiza","Mulher / Mujer","Não / No","Hétero","Não / No","RJ","É a minha primeira vez no evento! / Es mi primera vez","Não, esse é meu primeiro evento da linguagem Python / No, es mi primer evento de la comunidad Python","Sim / Sí","Comecei no último ano / Empecé en el último ano","Iniciante / Inicial","Sim, ensino técnico / S´i, bachirellato","Não, mas pretendo / No, pero quiero","Não / No","Ingresso online","","","","accepted","accepted","accepted","","","","","","",""
"2024-08-19 11:08:03-03:00","1","","Ingresso Online - APENAS TRANSMISSÃO REMOTA","","Pedido grátis","BRL","0.0","0.0","0.0","0.0","Participando","Uma pessoa branca / Persona blanca","Homem / Hombre","Não / No","Hétero","Sim / Sí","SP","Python Brasil 2021 - Online","Sim, eventos locais / Sí, eventos locales","Sim / Sí","Há mais de cinco anos / Hace más de cinco años","Intermediário / Intermedio","Sim, pós-graduação ou especialização / Sí, máster posgrado","Sim / Sí","Sim / Sí","Ingresso online","","","","accepted","accepted","accepted","","","","FÍSICA","","GRUPY BAURU",""
