,Quantidade,Tipo de ingresso,Status do participante,Como você se define,"Se outro, qual?",Como você se identifica?,"Se outro, qual?.1","Faz parte da população T (pessoa transgênera, travesti)?",Orientação sexual:,"Se outro, qual?.2",Pessoa com necessidades específicas?,"Se sim, qual?",Em qual UF você reside?,Em qual país você reside?,De quais edições da Python Brasil você já participou?,Você já participou de algum outro evento Python?,Você participou de outros eventos online durante a pandemia de covid-19?,Há quanto tempo você programa em Python?,Como você classificaria seu nível de conhecimento em Python?,Você é estudante?,Você trabalha com Python?,"Você pretende submeter alguma atividades (palestra, tutorial) para a Python Brasil?","Você faz parte de alguma comunidade local? (grupy, PUG, PyLadies, AfroPython)","Se sim, qual?.1","A Python Brasil possui um Código de Conduta (https://python.org.br/cdc) para assegurar que todas as pessoas se sintam confortáveis e seguras em seus ambientes. Para participar do evento, é necessário que você esteja ciente e respeite essas orientações."
5466,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,AM,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5467,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5468,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Sim,PUGPE,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5469,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5470,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,Não,Sim,"Não, vou apenas para participar",Sim,PyLadiesSP,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5471,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5472,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5473,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5474,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,BA,,É a minha primeira vez no evento!,"Sim, eventos locais | Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5475,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Iniciante,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5476,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,AM,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Não sei programar,Nulo :D,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5477,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5478,1.0,Lote Adicional,Participando,Uma pessoa branca,,Não-binárie,,Não,Prefiro não responder,,Não,,RJ,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de três anos,Intermediário,Não,Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5479,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo",Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5480,1.0,Lote Adicional,Participando,Uma pessoa branca,,Não-binárie,,Sim,Assexual,,Prefiro não responder,,GO,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Comecei no último ano,Iniciante,"Sim, ensino técnico","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5481,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,CE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5482,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Prefiro não responder,,Não,,MG,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5483,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5484,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, graduação ou tecnólogo",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5485,1.0,Lote Adicional,Participando,Uma pessoa parda,,Homem,,Não,Hétero,,Não,,CE,,Python Brasil [14] - 2018 - Natal - RN,"Sim, eventos locais",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Não, vou apenas para participar",Sim,Pug,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5486,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5487,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,CE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Intermediário,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5488,1.0,Lote Adicional,Participando,Prefiro não responder,,Prefiro não responder,,Prefiro não responder,Prefiro não responder,,Prefiro não responder,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Nulo :D,Não,Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5489,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Sim,Lésbica,,Não,,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Há mais de um ano,Iniciante,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5490,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Sim,Plexo braquial ,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5491,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,PA,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5492,1.0,Lote Adicional,Participando,Prefiro não responder,,Homem,,Não,Hétero,,Não,,PI,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5493,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Prefiro não responder,,Não,,CE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5494,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,Não,Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5495,1.0,Lote Adicional,Participando,Uma pessoa negra,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Nulo :D,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5496,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,MT,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização",Sim,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5497,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5498,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,BA,,Edições anteriores à Python Brasil [10],"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5499,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,TO,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Há mais de cinco anos,Intermediário,Não,Sim,"Gostaria, mas tenho alguma insegurança quanto a isso",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5500,1.0,Lote Adicional,Participando,Uma pessoa parda,,Mulher,,Não,Hétero,,Não,,PE,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5501,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Lésbica,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5502,1.0,Lote Adicional,Participando,Uma pessoa amarela,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Não,Comecei no último ano,Iniciante,"Sim, ensino técnico","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5503,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RS,,É a minha primeira vez no evento!,"Sim, eventos regionais (Python Nordeste, Python Cerrado, Python Sul, etc)",Não,Comecei no último ano,Intermediário,Não,"Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5504,1.0,Lote Adicional,Participando,Prefiro não responder,,Prefiro não responder,,Prefiro não responder,Prefiro não responder,,Prefiro não responder,,SP,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,"Não programo em Python, mas sei programar em outras linguagens",Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5505,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Bisexual,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Há mais de um ano,Intermediário,"Sim, pós-graduação ou especialização",Sim,Com certeza!,Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5506,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,PR,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Iniciante,"Sim, graduação ou tecnólogo","Não, mas pretendo","Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5507,1.0,Lote Adicional,Participando,Uma pessoa branca,,Homem,,Não,Hétero,,Não,,RJ,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,Não,"Não, mas pretendo",Com certeza!,Sim,Pycampos,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5508,1.0,Lote Adicional,Participando,Uma pessoa negra,,Homem,,Não,Hétero,,Não,,SP,,É a minha primeira vez no evento!,"Sim, eventos locais",Sim,Comecei no último ano,Iniciante,"Sim, pós-graduação ou especialização","Não, mas pretendo","Não, vou apenas para participar",Sim,Afropython,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
5509,1.0,Lote Adicional,Participando,Uma pessoa branca,,Mulher,,Não,Hétero,,Não,,DF,,É a minha primeira vez no evento!,"Não, esse é meu primeiro evento da linguagem Python",Sim,Não sei programar,Nulo :D,"Sim, graduação ou tecnólogo",Não,"Não, vou apenas para participar",Não,,Declaro que li e me comprometo a respeitar o Código de Conduta do evento.
